"","NAME_0","NAME_1","NAME_2","NAME_3_unique","project_id","project_location_id","precision_code","geoname_id","place_name","location_type_code","location_type_name","gazetteer_adm_code","gazetteer_adm_name","location_class","geographic_exactness","is_geocoded","project_title","start_actual_isodate","start_actual_type","end_actual_isodate","end_actual_type","donors","donors_iso3","recipients","recipients_iso3","ad_sector_codes","ad_sector_names","status","transactions_start_year","transactions_end_year","total_commitments","total_disbursements","even_split_commitments","even_split_disbursements","NAME_3","NAME_0.id","NAME_1.id","NAME_2.id","NAME_3.id"
"56","Uganda","Apac","Maruzi","Apac Maruzi",87299462716,"87299462716_443327",3,443327,"Apac District","ADM2","second-order administrative division","6295630|6255146|UG|N|443327","Earth|Africa|Uganda|Northern Region|Apac District",1,1,1,"SR 1325 PEACE EXPO EVENT","","start-actual","","end-planned","Norway","NOR","Uganda","UGA","160","Other social infrastructure and services","Implementation",2011,2011,0,61394.891,0,7674.361375,"Apac",1,2,114,38
"57","Uganda","Apac","Maruzi","Apac Maruzi",8729922263,"8729922263_443327",3,443327,"Apac District","ADM2","second-order administrative division","6295630|6255146|UG|N|443327","Earth|Africa|Uganda|Northern Region|Apac District",1,1,1,"SUPPORT TO POLICE - PRDP","2007-11-28","start-actual","2009-06-30","end-planned","Netherlands","NLD","Uganda","UGA","510","General budget support","Completion",2007,2009,4405286.343,0,115928.587974,0,"Apac",1,2,114,38
"58","Uganda","Apac","Maruzi","Apac Maruzi",87299462348,"87299462348_443327",3,443327,"Apac District","ADM2","second-order administrative division","6295630|6255146|UG|N|443327","Earth|Africa|Uganda|Northern Region|Apac District",1,1,1,"INDOOR RESIDUAL SPRAYING PROJECT PHASE II (IRS II)","2012-06-26","start-actual","2017-06-26","end-planned","United States of America","USA","Uganda","UGA","120","Health","Implementation",2011,2017,63990000,27047900,6399000,2704790,"Apac",1,2,114,38
"59","Uganda","Apac","Maruzi","Apac Maruzi",87299462866,"87299462866_443327",3,443327,"Apac District","ADM2","second-order administrative division","6295630|6255146|UG|N|443327","Earth|Africa|Uganda|Northern Region|Apac District",1,1,1,"OPM- NORTHERN UGANDA YOUTH DEVELOPMENT CENTRE (PRDP)","2010-07-29","start-actual","2014-03-31","end-planned","United Kingdom","GBR","Uganda","UGA","151","Government and civil society, general","Implementation",2010,2014,0,0,0,0,"Apac",1,2,114,38
"60","Uganda","Apac","Maruzi","Apac Maruzi",87299464066,"87299464066_443327",3,443327,"Apac District","ADM2","second-order administrative division","6295630|6255146|UG|N|443327","Earth|Africa|Uganda|Northern Region|Apac District",1,1,1,"CAPACITY FOR DISASTER RISK MANAGMENT & RESILIENCE","2013-01-01","start-actual","2014-12-31","end-planned","United Nations Development Programme","DAC","Uganda","UGA","160","Other social infrastructure and services","Implementation",2013,2014,0,0,0,0,"Apac",1,2,114,38
"61","Uganda","Apac","Maruzi","Apac Maruzi",87299463034,"87299463034_443327",3,443327,"Apac District","ADM2","second-order administrative division","6295630|6255146|UG|N|443327","Earth|Africa|Uganda|Northern Region|Apac District",1,1,1,"IMPROVING ACCESS TO HEALTH CARE IN NORTHERN UGANDA","","start-actual","","end-planned","United Kingdom","GBR","Uganda","UGA","120","Health","Implementation",2012,2012,0,466562.986,0,12277.9733158,"Apac",1,2,114,38
"62","Uganda","Apac","Maruzi","Apac Maruzi",87299253408,"87299253408_443327",3,443327,"Apac District","ADM2","second-order administrative division","6295630|6255146|UG|N|443327","Earth|Africa|Uganda|Northern Region|Apac District",1,1,1,"NORTHERN UGANDA AGRICULTURE RECOVERY PROGRAM(ALREP)","","start-actual","2017-03-09","end-planned","European Union","DAC","Uganda","UGA","151","Government and civil society, general","Implementation",2006,2017,49927785.247,20276453.376,5547531.69411,2252939.264,"Apac",1,2,114,38
"63","Uganda","Apac","Maruzi","Apac Maruzi",8729925127,"8729925127_443327",3,443327,"Apac District","ADM2","second-order administrative division","6295630|6255146|UG|N|443327","Earth|Africa|Uganda|Northern Region|Apac District",1,1,1,"PRDP","2008-12-03","start-actual","2009-06-30","end-planned","Norway","NOR","Uganda","UGA","311|110","Agriculture|Education","Completion",2008,2010,4698996.89,10315279.203,123657.812895,271454.715868,"Apac",1,2,114,38
"64","Uganda","Apac","Maruzi","Apac Maruzi",87299463064,"87299463064_443327",3,443327,"Apac District","ADM2","second-order administrative division","6295630|6255146|UG|N|443327","Earth|Africa|Uganda|Northern Region|Apac District",1,1,1,"SOCIAL PROTECTION PROGRAMME","","start-actual","","end-planned","Ireland","IRL","Uganda","UGA","160","Other social infrastructure and services","Implementation",2012,2012,0,1958384.332,0,139884.595143,"Apac",1,2,114,38
"65","Uganda","Apac","Maruzi","Apac Maruzi",8729924579,"8729924579_443327",3,443327,"Apac District","ADM2","second-order administrative division","6295630|6255146|UG|N|443327","Earth|Africa|Uganda|Northern Region|Apac District",1,1,1,"UGANDA HIV/AIDS CONTROL PROJECT","2001-05-14","start-actual","","end-planned","International Development Association","DAC","Uganda","UGA","120","Health","Completion",2001,2007,48129032.258,44965761.017,1552549.42768,1450508.4199,"Apac",1,2,114,38
"66","Uganda","Apac","Maruzi","Apac Tc Maruzi",87299462403,"87299462403_235130",1,235130,"Apac","PPLA2","seat of a second-order administrative division","6295630|6255146|UG|N|443327|235130","Earth|Africa|Uganda|Northern Region|Apac District|Apac",1,2,1,"COMM. BASED HIV/AIDS PREVENTION, CARE, AND SUPPORT SERVICES","2009-08-24","start-actual","2014-08-23","end-planned","United States of America","USA","Uganda","UGA","120","Health","Implementation",2009,2014,5e+06,2540000,333333.333333,169333.333333,"Apac Tc",1,2,114,39
"67","Uganda","Apac","Maruzi","Ibuje Maruzi",87299462568,"87299462568_8261612",1,8261612,"Ibuje","ADM4","fourth-order administrative division","6295630|6255146|UG|N|443327|229387|8261612","Earth|Africa|Uganda|Northern Region|Apac District|Maruzi County|Ibuje",1,1,1,"THE PROJECT FOR IMPROVEMENT OF FACILITIES AT IBUJE SECONDARY SCHOOL","2010-03-17","start-actual","","end-planned","Japan","JPN","Uganda","UGA","110","Education","Completion",2010,2011,41852,37782.573,41852,37782.573,"Ibuje",1,2,114,271
"68","Uganda","Apac","Oyam","Aber Oyam",87299462158,"87299462158_8261615",1,8261615,"Aber","ADM4","fourth-order administrative division","6295630|6255146|UG|N|7056295|226883|8261615","Earth|Africa|Uganda|Northern Region|Oyam District|Oyam County|Aber",1,1,1,"RESTORATION OF AGRIC. LIVELIHOODS IN NORTHERN UGANDA PHASE 2 (RALNUC2)","","start-actual","","end-planned","Denmark/DANIDA","DNK","Uganda","UGA","311","Agriculture","Implementation",2012,2012,0,439684.13,0,23141.27,"Aber",1,2,138,3
"69","Uganda","Apac","Oyam","Aber Oyam",87299462365,"87299462365_7911407",1,7911407,"Oyam","PPLA2","seat of a second-order administrative division","6295630|6255146|UG|N|7056295|7911407","Earth|Africa|Uganda|Northern Region|Oyam District|Oyam",1,2,1,"COMMUNITY CONNECTOR","2011-12-14","start-actual","2016-12-13","end-planned","United States of America","USA","Uganda","UGA","311","Agriculture","Implementation",2011,2016,23310000,2110000,271046.511628,24534.8837209,"Aber",1,2,138,3
"70","Uganda","Apac","Oyam","Aber Oyam",87299462530,"87299462530_8261615",1,8261615,"Aber","ADM4","fourth-order administrative division","6295630|6255146|UG|N|7056295|226883|8261615","Earth|Africa|Uganda|Northern Region|Oyam District|Oyam County|Aber",1,1,1,"THE PROJECT FOR IMPROVEMENT OF OUTPATIENT, MATERNAL, AND CHILD HEALTH SERVICES AT POPE JOHN'S HOSPITAL ABER","2010-09-28","start-actual","2011-10-21","end-planned","Japan","JPN","Uganda","UGA","120","Health","Completion",2010,2011,102320,93750.673,102320,93750.673,"Aber",1,2,138,3
"71","Uganda","Apac","Oyam","Aber Oyam",872992175,"872992175_232444",1,232444,"Kamdini","PPL","populated place","6295630|6255146|UG|N|7056295|232444","Earth|Africa|Uganda|Northern Region|Oyam District|Kamdini",1,2,1,"RECONSTRUCTION OF TORORO-SOROTI ROAD","2010-05-04","start-actual","2014-06-30","end-planned","International Development Association","DAC","Uganda","UGA","210","Transport and storage","Implementation",2010,2014,256748466.257,31833848.714,19749882.0198,2448757.59338,"Aber",1,2,138,3
"72","Uganda","Apac","Oyam","Achaba Oyam",87299462391,"87299462391_7056295",3,7056295,"Oyam District","ADM2","second-order administrative division","6295630|6255146|UG|N|7056295","Earth|Africa|Uganda|Northern Region|Oyam District",1,1,1,"SECURING UGANDA'S RIGHTS TO ESSENTIAL MEDICINES PROGRAM (SURE)","","start-actual","2014-07-16","end-planned","United States of America","USA","Uganda","UGA","120","Health","Implementation",2009,2014,37830000,12161000,630500,202683.333333,"Achaba",1,2,138,7
"73","Uganda","Apac","Oyam","Achaba Oyam",8729922193,"8729922193_7056295",3,7056295,"Oyam District","ADM2","second-order administrative division","6295630|6255146|UG|N|7056295","Earth|Africa|Uganda|Northern Region|Oyam District",1,1,1,"NORTHERN UGANDA SOCIAL ACTION FUND (NUSAF)","2012-02-09","start-actual","2014-08-31","end-planned","International Development Association","DAC","Uganda","UGA","151","Government and civil society, general","Implementation",2009,2014,139410967.476,87588840.519,3767863.98584,2367265.95997,"Achaba",1,2,138,7
"74","Uganda","Apac","Oyam","Achaba Oyam",87299462603,"87299462603_7056295",3,7056295,"Oyam District","ADM2","second-order administrative division","6295630|6255146|UG|N|7056295","Earth|Africa|Uganda|Northern Region|Oyam District",1,1,1,"IMPLEMENTATION OF THE NATIONAL PLAN OF DISASTER PREPAREDNESS UGANDA","","start-actual","","end-planned","Norway","NOR","Uganda","UGA","151","Government and civil society, general","Implementation",2012,2012,0,690548.122,0,18663.4627568,"Achaba",1,2,138,7
"75","Uganda","Apac","Oyam","Achaba Oyam",8729938740,"8729938740_7056295",3,7056295,"Oyam District","ADM2","second-order administrative division","6295630|6255146|UG|N|7056295","Earth|Africa|Uganda|Northern Region|Oyam District",1,1,1,"RURAL WATER SUPPLY $ SANITATION","2006-01-23","start-actual","2010-12-31","end-planned","African Development Fund","DAC","Uganda","UGA","140","Water supply and sanitation","Completion",2006,2010,58910162.002,62374450.898,525983.589304,556914.740161,"Achaba",1,2,138,7
"76","Uganda","Apac","Oyam","Achaba Oyam",87299464066,"87299464066_7056295",3,7056295,"Oyam District","ADM2","second-order administrative division","6295630|6255146|UG|N|7056295","Earth|Africa|Uganda|Northern Region|Oyam District",1,1,1,"CAPACITY FOR DISASTER RISK MANAGMENT & RESILIENCE","2013-01-01","start-actual","2014-12-31","end-planned","United Nations Development Programme","DAC","Uganda","UGA","160","Other social infrastructure and services","Implementation",2013,2014,0,0,0,0,"Achaba",1,2,138,7
"77","Uganda","Apac","Oyam","Achaba Oyam",87299462348,"87299462348_7056295",3,7056295,"Oyam District","ADM2","second-order administrative division","6295630|6255146|UG|N|7056295","Earth|Africa|Uganda|Northern Region|Oyam District",1,1,1,"INDOOR RESIDUAL SPRAYING PROJECT PHASE II (IRS II)","2012-06-26","start-actual","2017-06-26","end-planned","United States of America","USA","Uganda","UGA","120","Health","Implementation",2011,2017,63990000,27047900,6399000,2704790,"Achaba",1,2,138,7
"78","Uganda","Apac","Oyam","Achaba Oyam",87299462865,"87299462865_7056295",3,7056295,"Oyam District","ADM2","second-order administrative division","6295630|6255146|UG|N|7056295","Earth|Africa|Uganda|Northern Region|Oyam District",1,1,1,"OPM- UGANDA INVESTMENT AUTHORITY (PRDP)","2010-07-29","start-actual","2014-03-31","end-planned","United Kingdom","GBR","Uganda","UGA","151","Government and civil society, general","Implementation",2010,2014,0,777604.976,0,20463.2888421,"Achaba",1,2,138,7
"79","Uganda","Apac","Oyam","Achaba Oyam",8729925127,"8729925127_7056295",3,7056295,"Oyam District","ADM2","second-order administrative division","6295630|6255146|UG|N|7056295","Earth|Africa|Uganda|Northern Region|Oyam District",1,1,1,"PRDP","2008-12-03","start-actual","2009-06-30","end-planned","Norway","NOR","Uganda","UGA","311|110","Agriculture|Education","Completion",2008,2010,4698996.89,10315279.203,123657.812895,271454.715868,"Achaba",1,2,138,7
"80","Uganda","Apac","Oyam","Achaba Oyam",87299462716,"87299462716_7056295",3,7056295,"Oyam District","ADM2","second-order administrative division","6295630|6255146|UG|N|7056295","Earth|Africa|Uganda|Northern Region|Oyam District",1,1,1,"SR 1325 PEACE EXPO EVENT","","start-actual","","end-planned","Norway","NOR","Uganda","UGA","160","Other social infrastructure and services","Implementation",2011,2011,0,61394.891,0,7674.361375,"Achaba",1,2,138,7
"81","Uganda","Apac","Oyam","Achaba Oyam",87299463034,"87299463034_7056295",3,7056295,"Oyam District","ADM2","second-order administrative division","6295630|6255146|UG|N|7056295","Earth|Africa|Uganda|Northern Region|Oyam District",1,1,1,"IMPROVING ACCESS TO HEALTH CARE IN NORTHERN UGANDA","","start-actual","","end-planned","United Kingdom","GBR","Uganda","UGA","120","Health","Implementation",2012,2012,0,466562.986,0,12277.9733158,"Achaba",1,2,138,7
"82","Uganda","Apac","Oyam","Achaba Oyam",87299253408,"87299253408_7056295",3,7056295,"Oyam District","ADM2","second-order administrative division","6295630|6255146|UG|N|7056295","Earth|Africa|Uganda|Northern Region|Oyam District",1,1,1,"NORTHERN UGANDA AGRICULTURE RECOVERY PROGRAM(ALREP)","","start-actual","2017-03-09","end-planned","European Union","DAC","Uganda","UGA","151","Government and civil society, general","Implementation",2006,2017,49927785.247,20276453.376,5547531.69411,2252939.264,"Achaba",1,2,138,7
"83","Uganda","Apac","Oyam","Achaba Oyam",87299463298,"87299463298_7056295",3,7056295,"Oyam District","ADM2","second-order administrative division","6295630|6255146|UG|N|7056295","Earth|Africa|Uganda|Northern Region|Oyam District",1,1,1,"CONSOLIDATING NON-FORMAL SKILLS AND VOCATIONAL TRAINING FOR JOB CREATION AND POVERTY ALLEVIATION IN NORTHERN UGANDA","2012-12-01","start-actual","2018-03-31","end-planned","European Union","DAC","Uganda","UGA","110","Education","Implementation",2012,2018,848296.205,207336.597,212074.05125,51834.14925,"Achaba",1,2,138,7
"84","Uganda","Apac","Oyam","Achaba Oyam",87299462652,"87299462652_7056295",3,7056295,"Oyam District","ADM2","second-order administrative division","6295630|6255146|UG|N|7056295","Earth|Africa|Uganda|Northern Region|Oyam District",1,1,1,"IDP RETURN AND RECOVERY PROCESS IN GULU, AMURU, OWAM","","start-actual","","end-planned","Norway","NOR","Uganda","UGA","160","Other social infrastructure and services","Completion",2011,2011,0,623995.623,0,207998.541,"Achaba",1,2,138,7
"85","Uganda","Apac","Oyam","Achaba Oyam",87299463027,"87299463027_7056295",3,7056295,"Oyam District","ADM2","second-order administrative division","6295630|6255146|UG|N|7056295","Earth|Africa|Uganda|Northern Region|Oyam District",1,1,1,"SUPPORT TO LOCAL GOV ASSOCIATION- CAPACITY BUILDING-NORTHERN UGANDA (PRDP)","2008-12-03","start-actual","2014-09-30","end-planned","United Kingdom","GBR","Uganda","UGA","151","Government and civil society, general","Implementation",2008,2014,0,155520.995,0,4092.65776316,"Achaba",1,2,138,7
"86","Uganda","Apac","Oyam","Achaba Oyam",87299462866,"87299462866_7056295",3,7056295,"Oyam District","ADM2","second-order administrative division","6295630|6255146|UG|N|7056295","Earth|Africa|Uganda|Northern Region|Oyam District",1,1,1,"OPM- NORTHERN UGANDA YOUTH DEVELOPMENT CENTRE (PRDP)","2010-07-29","start-actual","2014-03-31","end-planned","United Kingdom","GBR","Uganda","UGA","151","Government and civil society, general","Implementation",2010,2014,0,0,0,0,"Achaba",1,2,138,7
"87","Uganda","Apac","Oyam","Achaba Oyam",87299463051,"87299463051_7056295",3,7056295,"Oyam District","ADM2","second-order administrative division","6295630|6255146|UG|N|7056295","Earth|Africa|Uganda|Northern Region|Oyam District",1,1,1,"QUALITY EDUCATION SUPPORT","2010-07-01","start-actual","2013-06-30","end-planned","Ireland","IRL","Uganda","UGA","110","Education","Completion",2010,2013,0,0,0,0,"Achaba",1,2,138,7
"88","Uganda","Apac","Oyam","Achaba Oyam",87299464060,"87299464060_7056295",3,7056295,"Oyam District","ADM2","second-order administrative division","6295630|6255146|UG|N|7056295","Earth|Africa|Uganda|Northern Region|Oyam District",1,1,1,"NORTHERN UGANDA PROGRAMME","2013-01-01","start-actual","2014-12-31","end-planned","United Nations Development Programme","DAC","Uganda","UGA","160","Other social infrastructure and services","Implementation",2013,2014,0,1e+05,0,6250,"Achaba",1,2,138,7
"89","Uganda","Apac","Oyam","Achaba Oyam",87299463284,"87299463284_7056295",3,7056295,"Oyam District","ADM2","second-order administrative division","6295630|6255146|UG|N|7056295","Earth|Africa|Uganda|Northern Region|Oyam District",1,1,1,"CREATION OF SUSTAINABLE SOURCES OF INCOME FOR THE DISADVANTAGED POPULATIONS IN THE DISTRICTS OF OYAM, APAC, AMOLATAR.","2010-09-13","start-actual","2017-03-31","end-planned","European Union","DAC","Uganda","UGA","110","Education","Implementation",2010,2017,688530.612,410032.313,229510.204,136677.437667,"Achaba",1,2,138,7
"90","Uganda","Apac","Oyam","Achaba Oyam",87299463563,"87299463563_7056295",3,7056295,"Oyam District","ADM2","second-order administrative division","6295630|6255146|UG|N|7056295","Earth|Africa|Uganda|Northern Region|Oyam District",1,1,1,"MATERNAL HEALTH PROGRAMME-UNHCO","2011-03-01","start-actual","2013-12-31","end-planned","Sweden","SWE","Uganda","UGA","120","Health","Implementation",2011,2013,0,1639309.215,0,204913.651875,"Achaba",1,2,138,7
"91","Uganda","Apac","Oyam","Achaba Oyam",8729922263,"8729922263_7056295",3,7056295,"Oyam District","ADM2","second-order administrative division","6295630|6255146|UG|N|7056295","Earth|Africa|Uganda|Northern Region|Oyam District",1,1,1,"SUPPORT TO POLICE - PRDP","2007-11-28","start-actual","2009-06-30","end-planned","Netherlands","NLD","Uganda","UGA","510","General budget support","Completion",2007,2009,4405286.343,0,115928.587974,0,"Achaba",1,2,138,7
